doc_id,date,iin,region,service_type,service,amount_kzt,channel,status,days_overdue,is_flagged,flag_reason,direction
D00756,2026-08-10,990038300038,Северо-Казахстанская,Субсидия,Жилищная помощь,312355,Мобильное приложение,На рассмотрении,0,0,,Из бюджета
D00757,2026-08-11,990035300035,Костанайская,Штраф,Штраф за парковку,72286,Банк,Оплачено,0,0,,В бюджет
D00758,2026-08-11,990041300041,Павлодарская,Субсидия,Агросубсидия,299139,ЦОН,Отказано,0,0,,Из бюджета
D00759,2026-08-11,990090300090,Алматинская,Налог,ИПН индивидуального предпринимателя,116858,ЦОН,Просрочено,69,0,,В бюджет
D00760,2026-08-11,990096300096,Алматинская,Пошлина,Пошлина за загранпаспорт,13254,Банк,Оплачено,0,0,,В бюджет
D00761,2026-08-11,990102300102,Жамбылская,Пошлина,Госпошлина за регистрацию авто,13534,ЦОН,Оплачено,0,0,,В бюджет
D00762,2026-08-11,990113300113,Алматы,Субсидия,Агросубсидия,44523,Мобильное приложение,Отказано,0,0,,Из бюджета
D00763,2026-08-11,990113300113,Алматы,Пособие,Адресная социальная помощь,61802,eGov,Назначено,0,0,,Из бюджета
D00764,2026-08-12,990012300012,Восточно-Казахстанская,Пособие,Пособие по уходу за ребёнком,129983,Банк,На рассмотрении,0,0,,Из бюджета
D00765,2026-08-12,990071300071,Алматинская,Пособие,Пособие по инвалидности,65766,Банк,Отказано,0,0,,Из бюджета
D00766,2026-08-12,990076300076,Туркестанская,Налог,Земельный налог,114073,Мобильное приложение,Оплачено,0,0,,В бюджет
D00767,2026-08-12,990113300113,Алматы,Пособие,Адресная социальная помощь,101438,eGov,На рассмотрении,0,0,,Из бюджета
D00768,2026-08-12,990116300116,Павлодарская,Субсидия,Жилищная помощь,257287,Мобильное приложение,На рассмотрении,0,0,,Из бюджета
D00769,2026-08-12,990116300116,Павлодарская,Штраф,Штраф за парковку,93501,eGov,Ожидает оплаты,0,0,,В бюджет
D00770,2026-08-12,990118300118,Алматы,Налог,ИПН индивидуального предпринимателя,107256,eGov,Оплачено,0,0,,В бюджет
D00771,2026-08-13,990028300028,Павлодарская,Пособие,Адресная социальная помощь,109777,Мобильное приложение,Назначено,0,0,,Из бюджета
D00772,2026-08-13,990029300029,Акмолинская,Налог,Налог на транспорт,32981,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00773,2026-08-13,990030300030,Шымкент,Пошлина,Госпошлина за регистрацию авто,21667,Мобильное приложение,Оплачено,0,0,,В бюджет
D00774,2026-08-13,990084300084,Жамбылская,Субсидия,Жилищная помощь,320092,Банк,На рассмотрении,0,0,,Из бюджета
D00775,2026-08-14,990022300022,Жамбылская,Пошлина,Госпошлина за регистрацию авто,23916,Банк,Оплачено,0,0,,В бюджет
D00776,2026-08-14,990060300060,Туркестанская,Налог,ИПН индивидуального предпринимателя,78379,eGov,Оплачено,0,0,,В бюджет
D00777,2026-08-15,990031300031,Атырауская,Субсидия,Агросубсидия,320006,ЦОН,На рассмотрении,0,0,,Из бюджета
D00778,2026-08-15,990042300042,Алматинская,Штраф,Штраф за превышение скорости,68707,ЦОН,Оплачено,0,0,,В бюджет
D00779,2026-08-15,990045300045,Кызылординская,Налог,ИПН индивидуального предпринимателя,82452,Мобильное приложение,Оплачено,0,0,,В бюджет
D00780,2026-08-15,990077300077,Восточно-Казахстанская,Штраф,Штраф за парковку,88889,Банк,Оплачено,0,0,,В бюджет
D00781,2026-08-16,990041300041,Павлодарская,Пособие,Пособие по инвалидности,84885,ЦОН,На рассмотрении,0,0,,Из бюджета
D00782,2026-08-16,990049300049,Туркестанская,Налог,ИПН индивидуального предпринимателя,6363,Банк,Оплачено,0,0,,В бюджет
D00783,2026-08-16,990070300070,Павлодарская,Пошлина,Пошлина за загранпаспорт,24825,Мобильное приложение,Просрочено,20,0,,В бюджет
D00784,2026-08-16,990087300087,Карагандинская,Субсидия,Жилищная помощь,45456,Мобильное приложение,Назначено,0,0,,Из бюджета
D00785,2026-08-16,990088300088,Павлодарская,Налог,Налог на транспорт,101806,ЦОН,Оплачено,0,0,,В бюджет
D00786,2026-08-16,990116300116,Павлодарская,Налог,ИПН индивидуального предпринимателя,22869,Мобильное приложение,Оплачено,0,0,,В бюджет
D00787,2026-08-17,990004300004,Карагандинская,Субсидия,Жилищная помощь,168348,ЦОН,Назначено,0,0,,Из бюджета
D00788,2026-08-17,990021300021,Актюбинская,Субсидия,Субсидия на коммунальные услуги,261916,Мобильное приложение,Отказано,0,0,,Из бюджета
D00789,2026-08-17,990044300044,Северо-Казахстанская,Субсидия,Жилищная помощь,186768,eGov,Назначено,0,0,,Из бюджета
D00790,2026-08-17,990066300066,Восточно-Казахстанская,Субсидия,Агросубсидия,380896,Мобильное приложение,Назначено,0,0,,Из бюджета
D00791,2026-08-18,990024300024,Северо-Казахстанская,Пособие,Адресная социальная помощь,37419,Банк,Назначено,0,0,,Из бюджета
D00792,2026-08-18,990053300053,Атырауская,Налог,ИПН индивидуального предпринимателя,71958,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00793,2026-08-18,990103300103,Жамбылская,Пошлина,Пошлина за загранпаспорт,23606,eGov,Оплачено,0,0,,В бюджет
D00794,2026-08-18,990114300114,Алматинская,Штраф,Штраф за парковку,54786,Мобильное приложение,Оплачено,0,0,,В бюджет
D00795,2026-08-18,990120300120,Актюбинская,Субсидия,Субсидия на коммунальные услуги,239868,Банк,Отказано,0,0,,Из бюджета
D00796,2026-08-18,990077300077,Алматы,Налог,Налог на имущество,543620,eGov,Просрочено,311,1,Просрочка больше 200 дней и крупная сумма,В бюджет
D00797,2026-08-19,990019300019,Атырауская,Штраф,Административный штраф,54592,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00798,2026-08-19,990039300039,Мангистауская,Субсидия,Жилищная помощь,172949,Мобильное приложение,На рассмотрении,0,0,,Из бюджета
D00799,2026-08-19,990041300041,Павлодарская,Пособие,Пособие по инвалидности,121346,eGov,Назначено,0,0,,Из бюджета
D00800,2026-08-19,990048300048,Жамбылская,Пошлина,Пошлина за регистрацию недвижимости,25251,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00801,2026-08-19,990081300081,Восточно-Казахстанская,Налог,Налог на транспорт,44256,Банк,Оплачено,0,0,,В бюджет
D00802,2026-08-19,990082300082,Актюбинская,Пошлина,Пошлина за загранпаспорт,18672,Банк,Оплачено,0,0,,В бюджет
D00803,2026-08-19,990100300100,Шымкент,Пошлина,Госпошлина за регистрацию авто,4223,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00804,2026-08-19,990101300101,Жамбылская,Штраф,Штраф за парковку,52047,Банк,Оплачено,0,0,,В бюджет
D00805,2026-08-19,990104300104,Туркестанская,Пособие,Адресная социальная помощь,44826,eGov,На рассмотрении,0,0,,Из бюджета
D00806,2026-08-19,990107300107,Атырауская,Пошлина,Пошлина за загранпаспорт,28105,Банк,Просрочено,158,0,,В бюджет
D00807,2026-08-19,990107300107,Атырауская,Субсидия,Агросубсидия,231882,Мобильное приложение,Назначено,0,0,,Из бюджета
D00808,2026-08-19,990108300108,Костанайская,Пошлина,Госпошлина за регистрацию авто,15062,eGov,Оплачено,0,0,,В бюджет
D00809,2026-08-20,990008300008,Кызылординская,Налог,Земельный налог,18274,eGov,Оплачено,0,0,,В бюджет
D00810,2026-08-20,990051300051,Костанайская,Субсидия,Жилищная помощь,39717,Банк,Отказано,0,0,,Из бюджета
D00811,2026-08-20,990062300062,Алматы,Штраф,Штраф за превышение скорости,26106,eGov,Ожидает оплаты,0,0,,В бюджет
D00812,2026-08-20,990088300088,Павлодарская,Пособие,Адресная социальная помощь,121846,Мобильное приложение,Отказано,0,0,,Из бюджета
D00813,2026-08-20,990106300106,Жамбылская,Налог,ИПН индивидуального предпринимателя,26835,Мобильное приложение,Просрочено,214,0,,В бюджет
D00814,2026-08-21,990011300011,Карагандинская,Пошлина,Пошлина за регистрацию недвижимости,16262,eGov,Оплачено,0,0,,В бюджет
D00815,2026-08-21,990018300018,Северо-Казахстанская,Пошлина,Госпошлина за регистрацию авто,29827,eGov,Просрочено,82,0,,В бюджет
D00816,2026-08-21,990041300041,Павлодарская,Штраф,Штраф за превышение скорости,96160,Банк,Просрочено,128,0,,В бюджет
D00817,2026-08-21,990046300046,Алматы,Субсидия,Субсидия на коммунальные услуги,141185,eGov,Назначено,0,0,,Из бюджета
D00818,2026-08-21,990047300047,Восточно-Казахстанская,Пошлина,Госпошлина за регистрацию авто,17528,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00819,2026-08-21,990055300055,Мангистауская,Пошлина,Пошлина за регистрацию недвижимости,16815,ЦОН,Ожидает оплаты,0,0,,В бюджет
D00820,2026-08-21,990098300098,Северо-Казахстанская,Пошлина,Пошлина за регистрацию недвижимости,9194,ЦОН,Оплачено,0,0,,В бюджет
D00821,2026-08-22,990081300081,Восточно-Казахстанская,Штраф,Штраф за превышение скорости,85989,Банк,Оплачено,0,0,,В бюджет
D00822,2026-08-22,990116300116,Павлодарская,Субсидия,Субсидия на коммунальные услуги,46832,Банк,Отказано,0,0,,Из бюджета
D00823,2026-08-23,990021300021,Актюбинская,Штраф,Штраф за парковку,23101,Мобильное приложение,Оплачено,0,0,,В бюджет
D00824,2026-08-23,990037300037,Мангистауская,Пошлина,Госпошлина за регистрацию авто,6379,Банк,Просрочено,153,0,,В бюджет
D00825,2026-08-23,990058300058,Туркестанская,Штраф,Штраф за парковку,59258,ЦОН,Оплачено,0,0,,В бюджет
D00826,2026-08-23,990096300096,Алматинская,Налог,Земельный налог,84832,Мобильное приложение,Просрочено,70,0,,В бюджет
D00827,2026-08-23,990114300114,Алматинская,Субсидия,Жилищная помощь,314256,Банк,Отказано,0,0,,Из бюджета
D00828,2026-08-24,990002300002,Алматинская,Налог,ИПН индивидуального предпринимателя,35790,ЦОН,Оплачено,0,0,,В бюджет
D00829,2026-08-24,990028300028,Павлодарская,Штраф,Штраф за парковку,38047,Банк,Оплачено,0,0,,В бюджет
D00830,2026-08-24,990042300042,Алматинская,Штраф,Штраф за превышение скорости,76296,Банк,Оплачено,0,0,,В бюджет
D00831,2026-08-24,990067300067,Кызылординская,Пошлина,Пошлина за регистрацию недвижимости,28538,Мобильное приложение,Оплачено,0,0,,В бюджет
D00832,2026-08-25,990034300034,Акмолинская,Штраф,Штраф за превышение скорости,65333,ЦОН,Ожидает оплаты,0,0,,В бюджет
D00833,2026-08-25,990043300043,Актюбинская,Субсидия,Жилищная помощь,336646,ЦОН,Назначено,0,0,,Из бюджета
D00834,2026-08-25,990051300051,Костанайская,Пособие,Пособие по уходу за ребёнком,115605,ЦОН,Отказано,0,0,,Из бюджета
D00835,2026-08-25,990061300061,Астана,Пособие,Адресная социальная помощь,44664,eGov,Назначено,0,0,,Из бюджета
D00836,2026-08-25,990078300078,Акмолинская,Пошлина,Госпошлина за регистрацию авто,20642,eGov,Оплачено,0,0,,В бюджет
D00837,2026-08-26,990015300015,Актюбинская,Штраф,Административный штраф,12311,Банк,Оплачено,0,0,,В бюджет
D00838,2026-08-26,990046300046,Алматы,Пошлина,Госпошлина за регистрацию авто,24750,Банк,Просрочено,79,0,,В бюджет
D00839,2026-08-26,990052300052,Акмолинская,Штраф,Административный штраф,72546,Мобильное приложение,Оплачено,0,0,,В бюджет
D00840,2026-08-26,990054300054,Шымкент,Пошлина,Пошлина за загранпаспорт,22941,eGov,Оплачено,0,0,,В бюджет
D00841,2026-08-26,990093300093,Туркестанская,Субсидия,Субсидия на коммунальные услуги,99938,eGov,Отказано,0,0,,Из бюджета
D00842,2026-08-26,990093300093,Туркестанская,Штраф,Штраф за парковку,32840,Банк,Просрочено,147,0,,В бюджет
D00843,2026-08-26,990098300098,Северо-Казахстанская,Пособие,Адресная социальная помощь,47486,ЦОН,На рассмотрении,0,0,,Из бюджета
D00844,2026-08-26,990099300099,Акмолинская,Налог,Налог на транспорт,45375,ЦОН,Ожидает оплаты,0,0,,В бюджет
D00845,2026-08-27,990007300007,Атырауская,Пошлина,Госпошлина за регистрацию авто,28335,ЦОН,Ожидает оплаты,0,0,,В бюджет
D00846,2026-08-27,990022300022,Жамбылская,Налог,Земельный налог,95690,eGov,Оплачено,0,0,,В бюджет
D00847,2026-08-27,990034300034,Акмолинская,Штраф,Административный штраф,69139,eGov,Оплачено,0,0,,В бюджет
D00848,2026-08-27,990120300120,Актюбинская,Пособие,Пособие по уходу за ребёнком,52201,ЦОН,Назначено,0,0,,Из бюджета
D00849,2026-08-28,990003300003,Костанайская,Пошлина,Пошлина за загранпаспорт,22790,Мобильное приложение,Просрочено,142,0,,В бюджет
D00850,2026-08-28,990023300023,Костанайская,Субсидия,Субсидия на коммунальные услуги,166377,Банк,Назначено,0,0,,Из бюджета
D00851,2026-08-28,990039300039,Мангистауская,Налог,Земельный налог,82488,Мобильное приложение,Оплачено,0,0,,В бюджет
D00852,2026-08-28,990064300064,Костанайская,Пошлина,Пошлина за загранпаспорт,12109,eGov,Оплачено,0,0,,В бюджет
D00853,2026-08-28,990074300074,Жамбылская,Пошлина,Пошлина за загранпаспорт,20800,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00854,2026-08-28,990074300074,Жамбылская,Штраф,Штраф за парковку,44945,eGov,Ожидает оплаты,0,0,,В бюджет
D00855,2026-08-28,990082300082,Актюбинская,Налог,Налог на транспорт,68621,Мобильное приложение,Просрочено,193,0,,В бюджет
D00856,2026-08-28,990086300086,Алматы,Налог,Налог на транспорт,66506,eGov,Ожидает оплаты,0,0,,В бюджет
D00857,2026-08-29,990024300024,Северо-Казахстанская,Пособие,Пособие по инвалидности,143673,Мобильное приложение,На рассмотрении,0,0,,Из бюджета
D00858,2026-08-29,990070300070,Павлодарская,Налог,Земельный налог,97941,Мобильное приложение,Оплачено,0,0,,В бюджет
D00859,2026-08-29,990083300083,Кызылординская,Субсидия,Жилищная помощь,367250,Банк,Отказано,0,0,,Из бюджета
D00860,2026-08-29,990090300090,Алматинская,Субсидия,Субсидия на коммунальные услуги,271860,Банк,Назначено,0,0,,Из бюджета
D00861,2026-08-29,990100300100,Шымкент,Субсидия,Субсидия на коммунальные услуги,358446,Банк,Отказано,0,0,,Из бюджета
D00862,2026-08-30,990039300039,Мангистауская,Субсидия,Жилищная помощь,175393,Банк,На рассмотрении,0,0,,Из бюджета
D00863,2026-08-30,990088300088,Павлодарская,Налог,Налог на транспорт,98454,Мобильное приложение,Просрочено,166,0,,В бюджет
D00864,2026-08-31,990003300003,Костанайская,Пошлина,Пошлина за регистрацию недвижимости,3311,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00865,2026-08-31,990031300031,Атырауская,Субсидия,Агросубсидия,154603,ЦОН,Назначено,0,0,,Из бюджета
D00866,2026-08-31,990054300054,Шымкент,Штраф,Административный штраф,96932,Банк,Ожидает оплаты,0,0,,В бюджет
D00867,2026-08-31,990108300108,Костанайская,Пошлина,Пошлина за регистрацию недвижимости,21531,eGov,Ожидает оплаты,0,0,,В бюджет
D00868,2026-08-31,990112300112,Костанайская,Субсидия,Агросубсидия,239806,ЦОН,На рассмотрении,0,0,,Из бюджета
D00869,2026-08-31,990117300117,Карагандинская,Субсидия,Агросубсидия,254105,ЦОН,Назначено,0,0,,Из бюджета
D00870,2026-08-31,990118300118,Алматы,Пособие,Пособие по уходу за ребёнком,63873,eGov,Назначено,0,0,,Из бюджета
D00871,2026-09-01,990094300094,Алматы,Пособие,Пособие по уходу за ребёнком,127907,Мобильное приложение,Назначено,0,0,,Из бюджета
D00872,2026-09-02,990002300002,Алматинская,Налог,Налог на транспорт,46283,Банк,Ожидает оплаты,0,0,,В бюджет
D00873,2026-09-02,990035300035,Костанайская,Штраф,Административный штраф,48205,Мобильное приложение,Оплачено,0,0,,В бюджет
D00874,2026-09-02,990050300050,Алматинская,Налог,Налог на имущество,101448,Банк,Ожидает оплаты,0,0,,В бюджет
D00875,2026-09-02,990064300064,Костанайская,Налог,Налог на имущество,97874,Банк,Оплачено,0,0,,В бюджет
D00876,2026-09-02,990072300072,Алматинская,Штраф,Штраф за парковку,34248,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00877,2026-09-02,990119300119,Актюбинская,Пособие,Пособие по уходу за ребёнком,60282,Банк,Отказано,0,0,,Из бюджета
D00878,2026-09-02,990091300091,Кызылординская,Субсидия,Жилищная помощь,111487,ЦОН,Отказано,0,1,Отказ по субсидии: в регионе доля отказов заметно выше средней,Из бюджета
D00879,2026-09-02,990096300096,Кызылординская,Субсидия,Жилищная помощь,54863,ЦОН,Отказано,0,1,Отказ по субсидии: в регионе доля отказов заметно выше средней,Из бюджета
D00880,2026-09-03,990002300002,Алматинская,Штраф,Административный штраф,34028,eGov,Оплачено,0,0,,В бюджет
D00881,2026-09-03,990022300022,Жамбылская,Налог,Земельный налог,5931,eGov,Ожидает оплаты,0,0,,В бюджет
D00882,2026-09-03,990027300027,Акмолинская,Штраф,Штраф за парковку,86064,eGov,Просрочено,62,0,,В бюджет
D00883,2026-09-03,990028300028,Павлодарская,Налог,ИПН индивидуального предпринимателя,81123,Мобильное приложение,Оплачено,0,0,,В бюджет
D00884,2026-09-03,990069300069,Мангистауская,Субсидия,Агросубсидия,41467,ЦОН,Отказано,0,0,,Из бюджета
D00885,2026-09-03,990082300082,Актюбинская,Пособие,Пособие по инвалидности,135174,Мобильное приложение,На рассмотрении,0,0,,Из бюджета
D00886,2026-09-03,990113300113,Алматы,Пособие,Адресная социальная помощь,75608,eGov,Назначено,0,0,,Из бюджета
D00887,2026-09-04,990008300008,Кызылординская,Пошлина,Пошлина за загранпаспорт,5996,Банк,Оплачено,0,0,,В бюджет
D00888,2026-09-04,990018300018,Северо-Казахстанская,Субсидия,Субсидия на коммунальные услуги,240393,eGov,Отказано,0,0,,Из бюджета
D00889,2026-09-04,990056300056,Карагандинская,Налог,Налог на имущество,98231,Банк,Оплачено,0,0,,В бюджет
D00890,2026-09-05,990016300016,Северо-Казахстанская,Пособие,Пособие по инвалидности,90218,Банк,Назначено,0,0,,Из бюджета
D00891,2026-09-05,990024300024,Северо-Казахстанская,Пошлина,Пошлина за регистрацию недвижимости,4322,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00892,2026-09-05,990035300035,Костанайская,Пособие,Адресная социальная помощь,30294,Банк,На рассмотрении,0,0,,Из бюджета
D00893,2026-09-05,990045300045,Кызылординская,Пошлина,Госпошлина за регистрацию авто,24570,Мобильное приложение,Оплачено,0,0,,В бюджет
D00894,2026-09-05,990083300083,Кызылординская,Субсидия,Субсидия на коммунальные услуги,331190,eGov,Назначено,0,0,,Из бюджета
D00895,2026-09-05,990094300094,Алматы,Субсидия,Агросубсидия,172201,Мобильное приложение,Назначено,0,0,,Из бюджета
D00896,2026-09-05,990106300106,Жамбылская,Субсидия,Субсидия на коммунальные услуги,323872,eGov,Отказано,0,0,,Из бюджета
D00897,2026-09-05,990109300109,Шымкент,Субсидия,Субсидия на коммунальные услуги,92624,Банк,Назначено,0,0,,Из бюджета
D00898,2026-09-05,990118300118,Алматы,Пособие,Пособие по инвалидности,99515,Мобильное приложение,Назначено,0,0,,Из бюджета
D00899,2026-09-06,990009300009,Павлодарская,Пошлина,Пошлина за регистрацию недвижимости,4430,Мобильное приложение,Оплачено,0,0,,В бюджет
D00900,2026-09-06,990021300021,Актюбинская,Пошлина,Госпошлина за регистрацию авто,3751,Мобильное приложение,Оплачено,0,0,,В бюджет
D00901,2026-09-06,990055300055,Мангистауская,Субсидия,Субсидия на коммунальные услуги,160234,Мобильное приложение,Назначено,0,0,,Из бюджета
D00902,2026-09-06,990120300120,Актюбинская,Субсидия,Субсидия на коммунальные услуги,248498,ЦОН,Отказано,0,0,,Из бюджета
D00903,2026-09-07,990014300014,Алматинская,Налог,Налог на имущество,27926,eGov,Оплачено,0,0,,В бюджет
D00904,2026-09-07,990020300020,Мангистауская,Налог,ИПН индивидуального предпринимателя,11233,Банк,Просрочено,123,0,,В бюджет
D00905,2026-09-07,990077300077,Восточно-Казахстанская,Налог,ИПН индивидуального предпринимателя,81091,Банк,Оплачено,0,0,,В бюджет
D00906,2026-09-07,990092300092,Алматинская,Пособие,Пособие по инвалидности,127557,ЦОН,Назначено,0,0,,Из бюджета
D00907,2026-09-07,990114300114,Алматинская,Пошлина,Госпошлина за регистрацию авто,28872,eGov,Оплачено,0,0,,В бюджет
D00908,2026-09-07,990092300092,Кызылординская,Субсидия,Жилищная помощь,114425,ЦОН,Отказано,0,1,Отказ по субсидии: в регионе доля отказов заметно выше средней,Из бюджета
D00909,2026-09-08,990003300003,Костанайская,Пособие,Пособие по уходу за ребёнком,132638,ЦОН,Назначено,0,0,,Из бюджета
D00910,2026-09-08,990018300018,Северо-Казахстанская,Пособие,Пособие по инвалидности,54178,Банк,Назначено,0,0,,Из бюджета
D00911,2026-09-08,990022300022,Жамбылская,Пошлина,Пошлина за регистрацию недвижимости,23034,ЦОН,Просрочено,69,0,,В бюджет
D00912,2026-09-08,990029300029,Акмолинская,Субсидия,Агросубсидия,371937,Банк,Отказано,0,0,,Из бюджета
D00913,2026-09-08,990037300037,Мангистауская,Пошлина,Пошлина за регистрацию недвижимости,19711,Мобильное приложение,Просрочено,111,0,,В бюджет
D00914,2026-09-08,990057300057,Алматы,Пособие,Пособие по уходу за ребёнком,97178,Банк,Отказано,0,0,,Из бюджета
D00915,2026-09-08,990105300105,Павлодарская,Налог,Налог на имущество,62491,Банк,Оплачено,0,0,,В бюджет
D00916,2026-09-09,990029300029,Акмолинская,Штраф,Штраф за парковку,16146,Мобильное приложение,Оплачено,0,0,,В бюджет
D00917,2026-09-09,990054300054,Шымкент,Субсидия,Субсидия на коммунальные услуги,115787,Мобильное приложение,Отказано,0,0,,Из бюджета
D00918,2026-09-09,990077300077,Восточно-Казахстанская,Субсидия,Субсидия на коммунальные услуги,289691,ЦОН,На рассмотрении,0,0,,Из бюджета
D00919,2026-09-09,990101300101,Жамбылская,Пособие,Пособие по инвалидности,92411,Мобильное приложение,Назначено,0,0,,Из бюджета
D00920,2026-09-10,990015300015,Актюбинская,Пособие,Пособие по уходу за ребёнком,79190,Банк,Отказано,0,0,,Из бюджета
D00921,2026-09-10,990023300023,Костанайская,Субсидия,Агросубсидия,111906,eGov,На рассмотрении,0,0,,Из бюджета
D00922,2026-09-10,990034300034,Акмолинская,Субсидия,Субсидия на коммунальные услуги,353133,eGov,Назначено,0,0,,Из бюджета
D00923,2026-09-10,990053300053,Атырауская,Штраф,Штраф за парковку,70568,ЦОН,Оплачено,0,0,,В бюджет
D00924,2026-09-10,990062300062,Алматы,Налог,Налог на транспорт,31795,Банк,Ожидает оплаты,0,0,,В бюджет
D00925,2026-09-10,990087300087,Карагандинская,Пошлина,Госпошлина за регистрацию авто,22782,Банк,Просрочено,61,0,,В бюджет
D00926,2026-09-10,990114300114,Алматинская,Пошлина,Госпошлина за регистрацию авто,4754,Мобильное приложение,Оплачено,0,0,,В бюджет
D00927,2026-09-11,990004300004,Карагандинская,Пошлина,Госпошлина за регистрацию авто,26310,Банк,Просрочено,238,0,,В бюджет
D00928,2026-09-11,990017300017,Восточно-Казахстанская,Налог,Земельный налог,85203,ЦОН,Оплачено,0,0,,В бюджет
D00929,2026-09-11,990021300021,Актюбинская,Пошлина,Пошлина за регистрацию недвижимости,5579,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00930,2026-09-11,990074300074,Жамбылская,Налог,Налог на транспорт,43673,Банк,Ожидает оплаты,0,0,,В бюджет
D00931,2026-09-12,990034300034,Акмолинская,Штраф,Штраф за превышение скорости,41707,Банк,Оплачено,0,0,,В бюджет
D00932,2026-09-12,990065300065,Туркестанская,Налог,ИПН индивидуального предпринимателя,20782,ЦОН,Оплачено,0,0,,В бюджет
D00933,2026-09-12,990088300088,Павлодарская,Пособие,Пособие по уходу за ребёнком,64152,ЦОН,Назначено,0,0,,Из бюджета
D00934,2026-09-12,990089300089,Кызылординская,Субсидия,Жилищная помощь,46773,ЦОН,Отказано,0,1,Отказ по субсидии: в регионе доля отказов заметно выше средней,Из бюджета
D00935,2026-09-13,990042300042,Алматинская,Пошлина,Пошлина за загранпаспорт,6131,Мобильное приложение,Оплачено,0,0,,В бюджет
D00936,2026-09-13,990049300049,Туркестанская,Налог,Налог на транспорт,62484,Мобильное приложение,Оплачено,0,0,,В бюджет
D00937,2026-09-13,990065300065,Туркестанская,Штраф,Штраф за превышение скорости,13118,ЦОН,Ожидает оплаты,0,0,,В бюджет
D00938,2026-09-13,990088300088,Павлодарская,Налог,Налог на транспорт,102910,Мобильное приложение,Оплачено,0,0,,В бюджет
D00939,2026-09-14,990001300001,Акмолинская,Пошлина,Пошлина за регистрацию недвижимости,18658,ЦОН,Оплачено,0,0,,В бюджет
D00940,2026-09-14,990014300014,Алматинская,Налог,Земельный налог,30786,eGov,Просрочено,18,0,,В бюджет
D00941,2026-09-14,990037300037,Мангистауская,Налог,Налог на транспорт,10228,Банк,Оплачено,0,0,,В бюджет
D00942,2026-09-14,990058300058,Туркестанская,Пособие,Адресная социальная помощь,50290,ЦОН,Назначено,0,0,,Из бюджета
D00943,2026-09-14,990067300067,Кызылординская,Пошлина,Пошлина за регистрацию недвижимости,28538,Мобильное приложение,Оплачено,0,0,,В бюджет
D00944,2026-09-14,990079300079,Астана,Штраф,Административный штраф,86560,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00945,2026-09-14,990108300108,Костанайская,Пошлина,Пошлина за регистрацию недвижимости,7146,Мобильное приложение,Ожидает оплаты,0,0,,В бюджет
D00946,2026-09-14,990114300114,Алматинская,Субсидия,Субсидия на коммунальные услуги,63366,Банк,Назначено,0,0,,Из бюджета
D00947,2026-09-15,990021300021,Актюбинская,Субсидия,Жилищная помощь,297304,Мобильное приложение,Отказано,0,0,,Из бюджета
D00948,2026-09-15,990034300034,Акмолинская,Налог,Земельный налог,46052,eGov,Оплачено,0,0,,В бюджет
D00949,2026-09-15,990044300044,Северо-Казахстанская,Пособие,Пособие по уходу за ребёнком,110341,ЦОН,Отказано,0,0,,Из бюджета
D00950,2026-09-15,990049300049,Туркестанская,Субсидия,Агросубсидия,113567,eGov,Назначено,0,0,,Из бюджета
D00951,2026-09-15,990077300077,Восточно-Казахстанская,Субсидия,Агросубсидия,398032,eGov,Назначено,0,0,,Из бюджета
D00952,2026-09-15,990081300081,Восточно-Казахстанская,Пособие,Адресная социальная помощь,39838,Мобильное приложение,Отказано,0,0,,Из бюджета
D00953,2026-09-15,990089300089,Атырауская,Субсидия,Агросубсидия,360775,Мобильное приложение,На рассмотрении,0,0,,Из бюджета
D00954,2026-09-15,990111300111,Актюбинская,Штраф,Штраф за парковку,58801,ЦОН,Просрочено,89,0,,В бюджет
D00955,2026-09-15,990111300111,Актюбинская,Субсидия,Субсидия на коммунальные услуги,398404,ЦОН,Назначено,0,0,,Из бюджета
D00956,2026-09-16,990004300004,Карагандинская,Пособие,Пособие по инвалидности,120729,ЦОН,Назначено,0,0,,Из бюджета
D00957,2026-09-16,990053300053,Атырауская,Налог,Налог на транспорт,17577,ЦОН,Оплачено,0,0,,В бюджет
D00958,2026-09-16,990107300107,Атырауская,Пошлина,Пошлина за регистрацию недвижимости,12944,Банк,Оплачено,0,0,,В бюджет
D00959,2026-09-16,990110300110,Астана,Субсидия,Жилищная помощь,86132,Мобильное приложение,На рассмотрении,0,0,,Из бюджета
D00960,2026-09-17,990008300008,Кызылординская,Субсидия,Агросубсидия,332329,Банк,Назначено,0,0,,Из бюджета
D00961,2026-09-17,990010300010,Алматы,Пособие,Пособие по инвалидности,140096,Банк,Назначено,0,0,,Из бюджета
